10000000-20000000,5000000-10000000,2000000-5000000,20000000-50000000,100000000-200000000,50000000-100000000,20000-50000,500000-1000000,100000-200000,50000-100000,1000000-2000000,200000-500000,0-20000
0.9801790281329923,0.0006393861892583121,0.0,0.0,0.0,0.016624040920716114,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0
0.8091451292246521,0.003976143141153081,0.0,0.0,0.0,0.14512922465208747,0.0019880715705765406,0.0,0.0,0.039761431411530816,0.0,0.0,0.0
0.616,0.032,0.0,0.0,0.0,0.216,0.028,0.0,0.0,0.108,0.0,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.9747252747252747,0.002197802197802198,0.0,0.0,0.0,0.01978021978021978,0.0,0.0,0.0,0.0032967032967032967,0.0,0.0,0.0
0.3715670436187399,0.10016155088852989,0.0,0.0,0.0,0.3053311793214863,0.046849757673667204,0.0,0.0,0.17609046849757673,0.0,0.0,0.0
0.9310344827586207,0.0020898641588296763,0.0,0.0,0.0,0.0522466039707419,0.0,0.0,0.0,0.013584117032392894,0.0010449320794148381,0.0,0.0
0.73828125,0.00390625,0.0,0.0,0.0,0.21484375,0.0,0.0,0.0,0.04296875,0.0,0.0,0.0
0.9171171171171171,0.0,0.0,0.0,0.0,0.07387387387387387,0.0018018018018018018,0.0,0.0,0.007207207207207207,0.0,0.0,0.0
0.9801790281329923,0.0006393861892583121,0.0,0.0,0.0,0.016624040920716114,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0
0.616,0.032,0.0,0.0,0.0,0.216,0.028,0.0,0.0,0.108,0.0,0.0,0.0
0.9801790281329923,0.0006393861892583121,0.0,0.0,0.0,0.016624040920716114,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0
0.25297619047619047,0.13690476190476192,0.0,0.0,0.0,0.26785714285714285,0.07142857142857142,0.0,0.0,0.26785714285714285,0.002976190476190476,0.0,0.0
0.6877470355731226,0.02766798418972332,0.0,0.0,0.0,0.22924901185770752,0.003952569169960474,0.0,0.0,0.05138339920948617,0.0,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.9801790281329923,0.0006393861892583121,0.0,0.0,0.0,0.016624040920716114,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0
0.8608695652173913,0.005797101449275362,0.0,0.0,0.0,0.11594202898550725,0.0,0.0,0.0,0.017391304347826087,0.0,0.0,0.0
0.0,0.3303964757709251,0.05726872246696035,0.0,0.0,0.01762114537444934,0.3964757709251101,0.0,0.0,0.1145374449339207,0.07929515418502203,0.004405286343612335,0.0
0.9171171171171171,0.0,0.0,0.0,0.0,0.07387387387387387,0.0018018018018018018,0.0,0.0,0.007207207207207207,0.0,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.6832298136645962,0.012422360248447204,0.0,0.0,0.0,0.2670807453416149,0.0,0.0,0.0,0.037267080745341616,0.0,0.0,0.0
0.9801790281329923,0.0006393861892583121,0.0,0.0,0.0,0.016624040920716114,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0
0.8608695652173913,0.005797101449275362,0.0,0.0,0.0,0.11594202898550725,0.0,0.0,0.0,0.017391304347826087,0.0,0.0,0.0
0.9310344827586207,0.0020898641588296763,0.0,0.0,0.0,0.0522466039707419,0.0,0.0,0.0,0.013584117032392894,0.0010449320794148381,0.0,0.0
0.616,0.032,0.0,0.0,0.0,0.216,0.028,0.0,0.0,0.108,0.0,0.0,0.0
0.9747252747252747,0.002197802197802198,0.0,0.0,0.0,0.01978021978021978,0.0,0.0,0.0,0.0032967032967032967,0.0,0.0,0.0
0.9310344827586207,0.0020898641588296763,0.0,0.0,0.0,0.0522466039707419,0.0,0.0,0.0,0.013584117032392894,0.0010449320794148381,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.2786885245901639,0.09289617486338798,0.0,0.0,0.0,0.44808743169398907,0.01092896174863388,0.0,0.0,0.16939890710382513,0.0,0.0,0.0
0.3715670436187399,0.10016155088852989,0.0,0.0,0.0,0.3053311793214863,0.046849757673667204,0.0,0.0,0.17609046849757673,0.0,0.0,0.0
0.9801790281329923,0.0006393861892583121,0.0,0.0,0.0,0.016624040920716114,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0
0.9801790281329923,0.0006393861892583121,0.0,0.0,0.0,0.016624040920716114,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.1022530329289428,0.1923743500866551,0.0017331022530329288,0.0,0.0,0.341421143847487,0.0779896013864818,0.0,0.0,0.2651646447140381,0.019064124783362217,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.9293478260869565,0.005434782608695652,0.0,0.0,0.0,0.06521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8607594936708861,0.014466546112115732,0.0,0.0,0.0,0.10126582278481013,0.0,0.0,0.0,0.023508137432188065,0.0,0.0,0.0
0.0,0.3303964757709251,0.05726872246696035,0.0,0.0,0.01762114537444934,0.3964757709251101,0.0,0.0,0.1145374449339207,0.07929515418502203,0.004405286343612335,0.0
0.3715670436187399,0.10016155088852989,0.0,0.0,0.0,0.3053311793214863,0.046849757673667204,0.0,0.0,0.17609046849757673,0.0,0.0,0.0
0.9310344827586207,0.0020898641588296763,0.0,0.0,0.0,0.0522466039707419,0.0,0.0,0.0,0.013584117032392894,0.0010449320794148381,0.0,0.0
0.8607594936708861,0.014466546112115732,0.0,0.0,0.0,0.10126582278481013,0.0,0.0,0.0,0.023508137432188065,0.0,0.0,0.0
0.0,0.10582010582010581,0.14285714285714285,0.0,0.0,0.0,0.43915343915343913,0.037037037037037035,0.0,0.005291005291005291,0.25925925925925924,0.010582010582010581,0.0
0.9747252747252747,0.002197802197802198,0.0,0.0,0.0,0.01978021978021978,0.0,0.0,0.0,0.0032967032967032967,0.0,0.0,0.0
0.9801790281329923,0.0006393861892583121,0.0,0.0,0.0,0.016624040920716114,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0
0.8607594936708861,0.014466546112115732,0.0,0.0,0.0,0.10126582278481013,0.0,0.0,0.0,0.023508137432188065,0.0,0.0,0.0
0.3715670436187399,0.10016155088852989,0.0,0.0,0.0,0.3053311793214863,0.046849757673667204,0.0,0.0,0.17609046849757673,0.0,0.0,0.0
0.6832298136645962,0.012422360248447204,0.0,0.0,0.0,0.2670807453416149,0.0,0.0,0.0,0.037267080745341616,0.0,0.0,0.0
0.1022530329289428,0.1923743500866551,0.0017331022530329288,0.0,0.0,0.341421143847487,0.0779896013864818,0.0,0.0,0.2651646447140381,0.019064124783362217,0.0,0.0
0.9801790281329923,0.0006393861892583121,0.0,0.0,0.0,0.016624040920716114,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0
0.0,0.3303964757709251,0.05726872246696035,0.0,0.0,0.01762114537444934,0.3964757709251101,0.0,0.0,0.1145374449339207,0.07929515418502203,0.004405286343612335,0.0
0.9747252747252747,0.002197802197802198,0.0,0.0,0.0,0.01978021978021978,0.0,0.0,0.0,0.0032967032967032967,0.0,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.6832298136645962,0.012422360248447204,0.0,0.0,0.0,0.2670807453416149,0.0,0.0,0.0,0.037267080745341616,0.0,0.0,0.0
0.0,0.10582010582010581,0.14285714285714285,0.0,0.0,0.0,0.43915343915343913,0.037037037037037035,0.0,0.005291005291005291,0.25925925925925924,0.010582010582010581,0.0
0.8091451292246521,0.003976143141153081,0.0,0.0,0.0,0.14512922465208747,0.0019880715705765406,0.0,0.0,0.039761431411530816,0.0,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.36153846153846153,0.03076923076923077,0.0,0.0,0.0,0.4230769230769231,0.023076923076923078,0.0,0.0,0.16153846153846155,0.0,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.6877470355731226,0.02766798418972332,0.0,0.0,0.0,0.22924901185770752,0.003952569169960474,0.0,0.0,0.05138339920948617,0.0,0.0,0.0
0.08872458410351201,0.26062846580406657,0.0,0.0,0.0,0.18114602587800369,0.1645101663585952,0.0,0.0,0.2828096118299446,0.022181146025878003,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.4717208182912154,0.039711191335740074,0.0,0.0,0.0,0.3297232250300842,0.01444043321299639,0.0,0.0,0.14320096269554752,0.0012033694344163659,0.0,0.0
0.9801790281329923,0.0006393861892583121,0.0,0.0,0.0,0.016624040920716114,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.9801790281329923,0.0006393861892583121,0.0,0.0,0.0,0.016624040920716114,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0
0.9747252747252747,0.002197802197802198,0.0,0.0,0.0,0.01978021978021978,0.0,0.0,0.0,0.0032967032967032967,0.0,0.0,0.0
0.9310344827586207,0.0020898641588296763,0.0,0.0,0.0,0.0522466039707419,0.0,0.0,0.0,0.013584117032392894,0.0010449320794148381,0.0,0.0
0.4717208182912154,0.039711191335740074,0.0,0.0,0.0,0.3297232250300842,0.01444043321299639,0.0,0.0,0.14320096269554752,0.0012033694344163659,0.0,0.0
0.1022530329289428,0.1923743500866551,0.0017331022530329288,0.0,0.0,0.341421143847487,0.0779896013864818,0.0,0.0,0.2651646447140381,0.019064124783362217,0.0,0.0
0.08872458410351201,0.26062846580406657,0.0,0.0,0.0,0.18114602587800369,0.1645101663585952,0.0,0.0,0.2828096118299446,0.022181146025878003,0.0,0.0
0.0,0.10582010582010581,0.14285714285714285,0.0,0.0,0.0,0.43915343915343913,0.037037037037037035,0.0,0.005291005291005291,0.25925925925925924,0.010582010582010581,0.0
0.02120141342756184,0.24734982332155478,0.0035335689045936395,0.0,0.0,0.13957597173144876,0.32685512367491165,0.0,0.0,0.20848056537102475,0.053003533568904596,0.0,0.0
0.9801790281329923,0.0006393861892583121,0.0,0.0,0.0,0.016624040920716114,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0
0.02120141342756184,0.24734982332155478,0.0035335689045936395,0.0,0.0,0.13957597173144876,0.32685512367491165,0.0,0.0,0.20848056537102475,0.053003533568904596,0.0,0.0
0.4717208182912154,0.039711191335740074,0.0,0.0,0.0,0.3297232250300842,0.01444043321299639,0.0,0.0,0.14320096269554752,0.0012033694344163659,0.0,0.0
0.08872458410351201,0.26062846580406657,0.0,0.0,0.0,0.18114602587800369,0.1645101663585952,0.0,0.0,0.2828096118299446,0.022181146025878003,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.9310344827586207,0.0020898641588296763,0.0,0.0,0.0,0.0522466039707419,0.0,0.0,0.0,0.013584117032392894,0.0010449320794148381,0.0,0.0
0.6877470355731226,0.02766798418972332,0.0,0.0,0.0,0.22924901185770752,0.003952569169960474,0.0,0.0,0.05138339920948617,0.0,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.8091451292246521,0.003976143141153081,0.0,0.0,0.0,0.14512922465208747,0.0019880715705765406,0.0,0.0,0.039761431411530816,0.0,0.0,0.0
0.9801790281329923,0.0006393861892583121,0.0,0.0,0.0,0.016624040920716114,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0
0.9747252747252747,0.002197802197802198,0.0,0.0,0.0,0.01978021978021978,0.0,0.0,0.0,0.0032967032967032967,0.0,0.0,0.0
0.9310344827586207,0.0020898641588296763,0.0,0.0,0.0,0.0522466039707419,0.0,0.0,0.0,0.013584117032392894,0.0010449320794148381,0.0,0.0
0.9801790281329923,0.0006393861892583121,0.0,0.0,0.0,0.016624040920716114,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0
0.8091451292246521,0.003976143141153081,0.0,0.0,0.0,0.14512922465208747,0.0019880715705765406,0.0,0.0,0.039761431411530816,0.0,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.9310344827586207,0.0020898641588296763,0.0,0.0,0.0,0.0522466039707419,0.0,0.0,0.0,0.013584117032392894,0.0010449320794148381,0.0,0.0
0.0,0.018779342723004695,0.19248826291079812,0.004694835680751174,0.0,0.0,0.2300469483568075,0.13615023474178403,0.0,0.0,0.4084507042253521,0.009389671361502348,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.1022530329289428,0.1923743500866551,0.0017331022530329288,0.0,0.0,0.341421143847487,0.0779896013864818,0.0,0.0,0.2651646447140381,0.019064124783362217,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.3715670436187399,0.10016155088852989,0.0,0.0,0.0,0.3053311793214863,0.046849757673667204,0.0,0.0,0.17609046849757673,0.0,0.0,0.0
0.8607594936708861,0.014466546112115732,0.0,0.0,0.0,0.10126582278481013,0.0,0.0,0.0,0.023508137432188065,0.0,0.0,0.0
0.0,0.3303964757709251,0.05726872246696035,0.0,0.0,0.01762114537444934,0.3964757709251101,0.0,0.0,0.1145374449339207,0.07929515418502203,0.004405286343612335,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.9801790281329923,0.0006393861892583121,0.0,0.0,0.0,0.016624040920716114,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0
0.9310344827586207,0.0020898641588296763,0.0,0.0,0.0,0.0522466039707419,0.0,0.0,0.0,0.013584117032392894,0.0010449320794148381,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.8608695652173913,0.005797101449275362,0.0,0.0,0.0,0.11594202898550725,0.0,0.0,0.0,0.017391304347826087,0.0,0.0,0.0
0.9801790281329923,0.0006393861892583121,0.0,0.0,0.0,0.016624040920716114,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0
0.6323529411764706,0.014705882352941176,0.0,0.0,0.0,0.2647058823529412,0.0,0.0,0.0,0.08823529411764706,0.0,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.9310344827586207,0.0020898641588296763,0.0,0.0,0.0,0.0522466039707419,0.0,0.0,0.0,0.013584117032392894,0.0010449320794148381,0.0,0.0
0.8608695652173913,0.005797101449275362,0.0,0.0,0.0,0.11594202898550725,0.0,0.0,0.0,0.017391304347826087,0.0,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.616,0.032,0.0,0.0,0.0,0.216,0.028,0.0,0.0,0.108,0.0,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.9747252747252747,0.002197802197802198,0.0,0.0,0.0,0.01978021978021978,0.0,0.0,0.0,0.0032967032967032967,0.0,0.0,0.0
0.9801790281329923,0.0006393861892583121,0.0,0.0,0.0,0.016624040920716114,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0
0.9171171171171171,0.0,0.0,0.0,0.0,0.07387387387387387,0.0018018018018018018,0.0,0.0,0.007207207207207207,0.0,0.0,0.0
0.3715670436187399,0.10016155088852989,0.0,0.0,0.0,0.3053311793214863,0.046849757673667204,0.0,0.0,0.17609046849757673,0.0,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.9747252747252747,0.002197802197802198,0.0,0.0,0.0,0.01978021978021978,0.0,0.0,0.0,0.0032967032967032967,0.0,0.0,0.0
0.73828125,0.00390625,0.0,0.0,0.0,0.21484375,0.0,0.0,0.0,0.04296875,0.0,0.0,0.0
0.73828125,0.00390625,0.0,0.0,0.0,0.21484375,0.0,0.0,0.0,0.04296875,0.0,0.0,0.0
0.0,0.10582010582010581,0.14285714285714285,0.0,0.0,0.0,0.43915343915343913,0.037037037037037035,0.0,0.005291005291005291,0.25925925925925924,0.010582010582010581,0.0
0.9310344827586207,0.0020898641588296763,0.0,0.0,0.0,0.0522466039707419,0.0,0.0,0.0,0.013584117032392894,0.0010449320794148381,0.0,0.0
0.9801790281329923,0.0006393861892583121,0.0,0.0,0.0,0.016624040920716114,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.9801790281329923,0.0006393861892583121,0.0,0.0,0.0,0.016624040920716114,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0
0.9801790281329923,0.0006393861892583121,0.0,0.0,0.0,0.016624040920716114,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0
0.0,0.3374233128834356,0.0,0.0,0.0,0.13496932515337423,0.22699386503067484,0.006134969325153374,0.0,0.27607361963190186,0.018404907975460124,0.0,0.0
0.9801790281329923,0.0006393861892583121,0.0,0.0,0.0,0.016624040920716114,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.6832298136645962,0.012422360248447204,0.0,0.0,0.0,0.2670807453416149,0.0,0.0,0.0,0.037267080745341616,0.0,0.0,0.0
0.0,0.018779342723004695,0.19248826291079812,0.004694835680751174,0.0,0.0,0.2300469483568075,0.13615023474178403,0.0,0.0,0.4084507042253521,0.009389671361502348,0.0
0.08872458410351201,0.26062846580406657,0.0,0.0,0.0,0.18114602587800369,0.1645101663585952,0.0,0.0,0.2828096118299446,0.022181146025878003,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.9310344827586207,0.0020898641588296763,0.0,0.0,0.0,0.0522466039707419,0.0,0.0,0.0,0.013584117032392894,0.0010449320794148381,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.9747252747252747,0.002197802197802198,0.0,0.0,0.0,0.01978021978021978,0.0,0.0,0.0,0.0032967032967032967,0.0,0.0,0.0
0.4717208182912154,0.039711191335740074,0.0,0.0,0.0,0.3297232250300842,0.01444043321299639,0.0,0.0,0.14320096269554752,0.0012033694344163659,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.73828125,0.00390625,0.0,0.0,0.0,0.21484375,0.0,0.0,0.0,0.04296875,0.0,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.02120141342756184,0.24734982332155478,0.0035335689045936395,0.0,0.0,0.13957597173144876,0.32685512367491165,0.0,0.0,0.20848056537102475,0.053003533568904596,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.9801790281329923,0.0006393861892583121,0.0,0.0,0.0,0.016624040920716114,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0
0.08872458410351201,0.26062846580406657,0.0,0.0,0.0,0.18114602587800369,0.1645101663585952,0.0,0.0,0.2828096118299446,0.022181146025878003,0.0,0.0
0.3715670436187399,0.10016155088852989,0.0,0.0,0.0,0.3053311793214863,0.046849757673667204,0.0,0.0,0.17609046849757673,0.0,0.0,0.0
0.1022530329289428,0.1923743500866551,0.0017331022530329288,0.0,0.0,0.341421143847487,0.0779896013864818,0.0,0.0,0.2651646447140381,0.019064124783362217,0.0,0.0
0.25297619047619047,0.13690476190476192,0.0,0.0,0.0,0.26785714285714285,0.07142857142857142,0.0,0.0,0.26785714285714285,0.002976190476190476,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.0,0.018779342723004695,0.19248826291079812,0.004694835680751174,0.0,0.0,0.2300469483568075,0.13615023474178403,0.0,0.0,0.4084507042253521,0.009389671361502348,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.8607594936708861,0.014466546112115732,0.0,0.0,0.0,0.10126582278481013,0.0,0.0,0.0,0.023508137432188065,0.0,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.8608695652173913,0.005797101449275362,0.0,0.0,0.0,0.11594202898550725,0.0,0.0,0.0,0.017391304347826087,0.0,0.0,0.0
0.3715670436187399,0.10016155088852989,0.0,0.0,0.0,0.3053311793214863,0.046849757673667204,0.0,0.0,0.17609046849757673,0.0,0.0,0.0
0.73828125,0.00390625,0.0,0.0,0.0,0.21484375,0.0,0.0,0.0,0.04296875,0.0,0.0,0.0
0.3715670436187399,0.10016155088852989,0.0,0.0,0.0,0.3053311793214863,0.046849757673667204,0.0,0.0,0.17609046849757673,0.0,0.0,0.0
0.02120141342756184,0.24734982332155478,0.0035335689045936395,0.0,0.0,0.13957597173144876,0.32685512367491165,0.0,0.0,0.20848056537102475,0.053003533568904596,0.0,0.0
0.4717208182912154,0.039711191335740074,0.0,0.0,0.0,0.3297232250300842,0.01444043321299639,0.0,0.0,0.14320096269554752,0.0012033694344163659,0.0,0.0
0.1022530329289428,0.1923743500866551,0.0017331022530329288,0.0,0.0,0.341421143847487,0.0779896013864818,0.0,0.0,0.2651646447140381,0.019064124783362217,0.0,0.0
0.9171171171171171,0.0,0.0,0.0,0.0,0.07387387387387387,0.0018018018018018018,0.0,0.0,0.007207207207207207,0.0,0.0,0.0
0.36153846153846153,0.03076923076923077,0.0,0.0,0.0,0.4230769230769231,0.023076923076923078,0.0,0.0,0.16153846153846155,0.0,0.0,0.0
0.0,0.10582010582010581,0.14285714285714285,0.0,0.0,0.0,0.43915343915343913,0.037037037037037035,0.0,0.005291005291005291,0.25925925925925924,0.010582010582010581,0.0
0.1022530329289428,0.1923743500866551,0.0017331022530329288,0.0,0.0,0.341421143847487,0.0779896013864818,0.0,0.0,0.2651646447140381,0.019064124783362217,0.0,0.0
0.0,0.2345679012345679,0.04526748971193416,0.0,0.0,0.00411522633744856,0.39094650205761317,0.012345679012345678,0.0,0.07407407407407407,0.23045267489711935,0.00823045267489712,0.0
0.8091451292246521,0.003976143141153081,0.0,0.0,0.0,0.14512922465208747,0.0019880715705765406,0.0,0.0,0.039761431411530816,0.0,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.8091451292246521,0.003976143141153081,0.0,0.0,0.0,0.14512922465208747,0.0019880715705765406,0.0,0.0,0.039761431411530816,0.0,0.0,0.0
0.9293478260869565,0.005434782608695652,0.0,0.0,0.0,0.06521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.0,0.018779342723004695,0.19248826291079812,0.004694835680751174,0.0,0.0,0.2300469483568075,0.13615023474178403,0.0,0.0,0.4084507042253521,0.009389671361502348,0.0
0.8607594936708861,0.014466546112115732,0.0,0.0,0.0,0.10126582278481013,0.0,0.0,0.0,0.023508137432188065,0.0,0.0,0.0
0.9293478260869565,0.005434782608695652,0.0,0.0,0.0,0.06521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08872458410351201,0.26062846580406657,0.0,0.0,0.0,0.18114602587800369,0.1645101663585952,0.0,0.0,0.2828096118299446,0.022181146025878003,0.0,0.0
0.25297619047619047,0.13690476190476192,0.0,0.0,0.0,0.26785714285714285,0.07142857142857142,0.0,0.0,0.26785714285714285,0.002976190476190476,0.0,0.0
0.9747252747252747,0.002197802197802198,0.0,0.0,0.0,0.01978021978021978,0.0,0.0,0.0,0.0032967032967032967,0.0,0.0,0.0
0.4717208182912154,0.039711191335740074,0.0,0.0,0.0,0.3297232250300842,0.01444043321299639,0.0,0.0,0.14320096269554752,0.0012033694344163659,0.0,0.0
0.9171171171171171,0.0,0.0,0.0,0.0,0.07387387387387387,0.0018018018018018018,0.0,0.0,0.007207207207207207,0.0,0.0,0.0
0.0,0.047619047619047616,0.0,0.0,0.0,0.38095238095238093,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0
0.08872458410351201,0.26062846580406657,0.0,0.0,0.0,0.18114602587800369,0.1645101663585952,0.0,0.0,0.2828096118299446,0.022181146025878003,0.0,0.0
0.9943243243243243,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0002702702702702703,0.0,0.0,0.0
0.4717208182912154,0.039711191335740074,0.0,0.0,0.0,0.3297232250300842,0.01444043321299639,0.0,0.0,0.14320096269554752,0.0012033694344163659,0.0,0.0
0.9171171171171171,0.0,0.0,0.0,0.0,0.07387387387387387,0.0018018018018018018,0.0,0.0,0.007207207207207207,0.0,0.0,0.0
0.9801790281329923,0.0006393861892583121,0.0,0.0,0.0,0.016624040920716114,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0
0.9293478260869565,0.005434782608695652,0.0,0.0,0.0,0.06521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3715670436187399,0.10016155088852989,0.0,0.0,0.0,0.3053311793214863,0.046849757673667204,0.0,0.0,0.17609046849757673,0.0,0.0,0.0
0.9801790281329923,0.0006393861892583121,0.0,0.0,0.0,0.016624040920716114,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.0
